state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge,churn
MD,141,area_code_415,no,no,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,570.3,330,58.13,no
FL,129,area_code_415,yes,no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,583.3,309,67.85,no
MD,120,area_code_415,no,no,0,94.3,97,16.03,181.5,91,15.43,176.5,149,7.94,9.6,4,2.59,1,452.3,337,39.4,no
HI,72,area_code_415,no,no,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,520.6,277,41.690000000000005,no
OK,117,area_code_415,no,no,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,515.6,308,47.24,no
UT,61,area_code_415,yes,yes,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,550.8,316,47.669999999999995,no
DE,94,area_code_415,no,yes,38,220.0,102,37.4,180.3,119,15.33,136.2,90,6.13,10.3,2,2.78,1,536.5,311,58.86,no
AR,100,area_code_510,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,460.29999999999995,292,46.35,no
AZ,97,area_code_510,no,no,0,252.6,89,42.94,340.3,91,28.93,256.5,67,11.54,8.8,5,2.38,1,849.4,247,83.41,yes
WY,91,area_code_415,no,no,0,34.5,85,5.87,192.3,80,16.35,256.3,71,11.53,7.9,7,2.13,0,483.1,236,33.75,no
MS,107,area_code_510,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,565.7,253,58.6,no
MD,80,area_code_510,yes,no,0,275.4,89,46.82,186.7,66,15.87,201.3,87,9.06,9.4,2,2.54,0,663.4,242,71.75,yes
WV,48,area_code_415,no,yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,689.6,262,66.73,no
IA,102,area_code_510,no,no,0,171.5,77,29.16,261.0,107,22.19,328.8,72,14.8,10.2,1,2.75,0,761.3,256,66.15,no
MD,84,area_code_510,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,425.3,260,46.64,no
AL,166,area_code_415,yes,no,0,191.3,120,32.52,167.3,88,14.22,162.9,110,7.33,10.2,2,2.75,2,521.5,318,54.07,yes
SD,122,area_code_415,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,652.0,269,66.38,no
MI,105,area_code_415,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,700.9,318,64.97999999999999,no
NV,162,area_code_415,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,524.3,298,45.86,no
NC,115,area_code_510,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,622.1,277,69.5,yes
NM,143,area_code_415,no,no,0,271.7,67,46.19,189.1,155,16.07,101.1,55,4.55,17.2,5,4.64,1,561.9,277,66.81,no
NE,78,area_code_510,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,648.6,291,63.160000000000004,no
TX,73,area_code_415,no,no,0,224.4,90,38.15,159.5,88,13.56,192.8,74,8.68,13.0,2,3.51,1,576.7,252,60.39,no
PA,65,area_code_415,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,636.5999999999999,281,64.26,no
FL,97,area_code_415,no,yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,529.1,245,51.86,no
IA,46,area_code_510,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,584.9,278,58.22,no
WY,90,area_code_415,no,no,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,726.0,328,70.25999999999999,no
OH,110,area_code_510,no,no,0,175.6,91,29.85,236.5,127,20.1,194.9,114,8.77,9.5,8,2.57,0,607.0,332,58.72,no
VA,54,area_code_408,no,no,0,197.7,84,33.61,221.3,89,18.81,189.4,109,8.52,7.8,3,2.11,2,608.4,282,60.94,no
MS,111,area_code_408,no,no,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,849.4,283,86.84,yes
UT,138,area_code_510,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,672.0,253,66.25,no
WA,132,area_code_415,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,553.9,328,62.15,no
MD,54,area_code_415,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,661.0,386,68.75999999999999,no
WV,11,area_code_510,no,yes,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,639.4,293,62.870000000000005,no
NE,123,area_code_510,no,no,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,582.3,340,60.129999999999995,no
OK,125,area_code_408,no,no,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,596.0,324,62.58,no
MN,124,area_code_510,yes,no,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10.0,2,2.7,3,529.7,267,51.69,yes
SD,163,area_code_415,yes,no,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,596.8,297,59.040000000000006,no
OH,100,area_code_510,no,no,0,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,674.2,276,72.16,yes
NY,76,area_code_415,no,no,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,580.3,332,62.74,no
IN,104,area_code_408,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,610.4,283,69.7,no
ME,19,area_code_415,no,no,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,551.3,331,55.169999999999995,no
MN,113,area_code_408,no,no,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,649.5,343,58.800000000000004,no
VA,76,area_code_510,no,yes,33,189.7,66,32.25,212.8,65,18.09,165.7,108,7.46,10.0,5,2.7,1,568.2,239,57.800000000000004,no
MN,161,area_code_415,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,536.3,291,55.959999999999994,no
WV,131,area_code_510,no,no,0,256.6,96,43.62,225.2,113,19.14,190.2,91,8.56,11.1,3,3.0,1,672.0,300,71.32,yes
VA,141,area_code_415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,712.1,324,68.85,no
OK,125,area_code_415,no,yes,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,369.2,299,43.47,no
OR,116,area_code_415,yes,no,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,698.7,292,66.56,no
FL,116,area_code_408,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,535.6,338,49.47,no
WI,107,area_code_408,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,619.6,277,51.61,no
WY,115,area_code_415,yes,yes,6,140.1,125,23.82,157.9,100,13.42,249.4,96,11.22,10.1,3,2.73,1,547.4,321,48.46,no
IN,88,area_code_415,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,547.8,261,54.41,no
AL,131,area_code_415,no,no,0,234.0,117,39.78,209.4,143,17.8,258.8,105,11.65,9.8,3,2.65,1,702.2,365,69.23,no
VA,133,area_code_415,no,no,0,171.8,64,29.21,177.1,83,15.05,223.0,96,10.04,10.3,4,2.78,1,571.9,243,54.300000000000004,no
IN,185,area_code_415,no,no,0,89.4,77,15.2,288.9,128,24.56,162.9,93,7.33,10.4,2,2.81,3,541.1999999999999,298,47.089999999999996,no
KS,81,area_code_510,no,no,0,139.8,98,23.77,247.2,103,21.01,241.0,113,10.85,11.7,3,3.16,3,628.0,314,55.63,no
FL,113,area_code_415,no,no,0,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67,1,757.0000000000001,257,82.69999999999999,yes
DE,122,area_code_415,no,yes,30,237.7,94,40.41,154.7,91,13.15,223.1,98,10.04,9.5,3,2.57,1,615.5,283,63.599999999999994,no
IA,21,area_code_408,no,no,0,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27,0,519.2,259,48.11000000000001,no
IL,68,area_code_415,yes,yes,29,195.5,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1,571.1,294,57.01,yes
WV,90,area_code_415,no,no,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,637.3,325,60.87,no
SD,55,area_code_415,no,no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,579.9,267,64.5,no
AR,87,area_code_510,no,no,0,120.5,99,20.49,210.0,81,17.85,224.7,141,10.11,8.6,2,2.32,2,555.2,321,48.45,no
KS,46,area_code_510,no,no,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,705.9000000000001,294,73.47999999999999,yes
MI,137,area_code_415,no,no,0,137.5,102,23.38,176.0,98,14.96,210.6,88,9.48,10.4,6,2.81,0,524.1,288,47.82000000000001,no
ME,52,area_code_510,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,530.3,270,45.73,no
CT,125,area_code_415,yes,no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,611.8,341,57.37,yes
AZ,88,area_code_415,no,no,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,455.80000000000007,278,49.85,no
LA,172,area_code_415,no,no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,626.6,307,61.019999999999996,no
CT,38,area_code_510,no,no,0,96.9,110,16.47,241.4,75,20.52,141.0,69,6.35,10.8,3,2.92,0,479.3,254,43.339999999999996,no
MO,115,area_code_408,no,no,0,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16,1,466.6,238,38.92,no
MN,24,area_code_510,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,605.4000000000001,270,56.22,no
ME,58,area_code_415,no,yes,29,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,11.0,3,2.97,2,540.0,264,61.529999999999994,no
TN,146,area_code_408,yes,no,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,546.1,273,52.92,no
ID,47,area_code_415,no,yes,28,196.2,88,33.35,194.8,106,16.56,243.0,103,10.93,10.5,10,2.84,0,634.0,297,60.839999999999996,no
SD,104,area_code_510,no,no,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,711.1999999999999,299,73.0,yes
NH,163,area_code_415,no,yes,39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0,844.6,287,80.19,no
MD,70,area_code_408,no,no,0,170.2,98,28.93,155.2,102,13.19,228.6,76,10.29,15.0,2,4.05,1,554.0,276,52.41,no
UT,48,area_code_510,no,yes,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1,605.3,271,56.75,no
TX,82,area_code_415,no,no,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,629.4000000000001,281,59.339999999999996,yes
IA,88,area_code_415,no,no,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,420.3,336,39.73,no
HI,80,area_code_510,no,no,0,157.1,77,26.71,302.0,69,25.67,317.9,159,14.31,15.6,4,4.21,0,777.0,305,66.69,no
RI,126,area_code_510,no,no,0,181.7,102,30.89,216.3,114,18.39,317.9,83,14.31,12.4,6,3.35,1,715.9,299,63.59,no
SC,64,area_code_510,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,611.5,299,63.080000000000005,no
AZ,127,area_code_415,no,yes,29,136.1,146,23.14,302.6,105,25.72,163.1,116,7.34,18.5,2,5.0,2,601.8000000000001,367,56.2,no
OK,103,area_code_510,no,no,0,267.0,97,45.39,204.3,151,17.37,246.9,67,11.11,11.3,7,3.05,1,718.2,315,73.87,yes
AZ,165,area_code_408,no,yes,23,184.7,63,31.4,168.0,62,14.28,176.1,125,7.92,8.7,5,2.35,1,528.8,250,53.6,no
IN,88,area_code_415,no,no,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,446.1,305,36.72,yes
ND,140,area_code_510,no,no,0,244.7,115,41.6,258.6,101,21.98,231.3,112,10.41,7.5,6,2.03,1,734.6,328,73.99,yes
ND,58,area_code_408,no,no,0,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15.0,9,4.05,3,524.0,334,53.95,no
TX,104,area_code_415,no,no,0,261.2,81,44.4,209.1,130,17.77,281.1,121,12.65,11.3,1,3.05,2,751.4,332,74.82000000000001,yes
LA,100,area_code_510,no,no,0,222.1,115,37.76,245.0,130,20.83,129.3,119,5.82,8.1,2,2.19,2,596.4000000000001,364,64.41,no
DE,62,area_code_408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,755.5,325,69.92,no
PA,69,area_code_415,no,no,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,479.4,257,45.19,no
NE,127,area_code_510,yes,no,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,640.3,337,59.81,no
MO,126,area_code_510,no,no,0,150.8,105,25.64,157.1,85,13.35,210.0,102,9.45,10.7,3,2.89,0,517.9,292,48.44,no
HI,53,area_code_510,yes,no,0,145.0,80,24.65,228.4,82,19.41,169.4,109,7.62,8.9,5,2.4,0,542.8,271,51.68,no
NE,161,area_code_415,no,no,0,166.2,125,28.25,279.4,78,23.75,181.0,85,8.15,13.4,6,3.62,1,626.5999999999999,288,60.15,no
CA,65,area_code_408,no,no,0,182.5,58,31.03,201.9,93,17.16,189.1,97,8.51,8.6,5,2.32,1,573.5,248,56.699999999999996,no
MO,120,area_code_415,no,no,0,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75,3,515.9,333,41.6,no
HI,40,area_code_415,yes,yes,21,147.4,117,25.06,262.8,110,22.34,202.0,97,9.09,10.9,5,2.94,0,612.2,324,56.489999999999995,no
PA,110,area_code_510,no,no,0,158.6,97,26.96,204.4,123,17.37,182.5,123,8.21,11.3,3,3.05,2,545.5,343,52.54,no
SC,111,area_code_415,no,yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,522.0999999999999,318,48.519999999999996,no
SD,209,area_code_415,no,no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,669.0999999999999,294,68.84,no
VA,34,area_code_415,no,no,0,210.4,75,35.77,205.1,108,17.43,230.5,129,10.37,12.5,2,3.38,1,646.0,312,63.57,no
IN,84,area_code_408,no,no,0,163.7,123,27.83,175.0,93,14.88,194.0,115,8.73,8.0,5,2.16,1,532.7,331,51.44,no
NC,118,area_code_408,yes,yes,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,394.90000000000003,320,41.92999999999999,no
SD,110,area_code_408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,556.3,329,55.11,no
MO,167,area_code_415,yes,no,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,482.3,306,54.74,no
TN,98,area_code_415,no,no,0,190.5,106,32.39,164.2,92,13.96,110.8,88,4.99,11.4,5,3.08,2,465.5,286,51.34,no
PA,140,area_code_415,no,no,0,220.1,100,37.42,182.2,112,15.49,250.3,98,11.26,11.6,8,3.13,1,652.5999999999999,310,64.17,no
AK,103,area_code_510,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,647.6,211,62.06000000000001,no
DE,131,area_code_408,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,489.2,289,42.42,no
SC,89,area_code_415,no,no,0,159.4,126,27.1,207.0,108,17.6,141.6,121,6.37,11.1,4,3.0,1,508.0,355,51.07,no
NM,83,area_code_510,no,no,0,129.6,81,22.03,189.7,117,16.12,219.0,118,9.86,9.8,4,2.65,2,538.3,316,48.010000000000005,no
ME,80,area_code_408,no,yes,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,555.4000000000001,250,55.33,no
WY,105,area_code_408,no,no,0,160.3,86,27.25,195.2,80,16.59,163.3,109,7.35,12.7,3,3.43,2,518.8,275,51.190000000000005,no
WA,152,area_code_510,no,no,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,478.2,293,48.24,no
MN,117,area_code_408,no,no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,652.7,334,57.42999999999999,no
KS,124,area_code_510,no,yes,37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,596.9,275,55.18,no
ID,67,area_code_415,no,no,0,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57,3,598.0,299,64.45,no
OR,69,area_code_415,no,no,0,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51,0,529.4,338,58.6,no
AL,116,area_code_408,no,no,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2,496.09999999999997,297,46.129999999999995,no
NV,118,area_code_510,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,729.9000000000001,340,75.21000000000001,no
ME,115,area_code_408,no,no,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,654.4,326,65.22,no
CO,61,area_code_510,no,no,0,88.1,60,14.98,129.7,108,11.02,169.0,87,7.61,13.3,4,3.59,2,386.79999999999995,255,33.61,no
MN,133,area_code_415,no,no,0,128.9,85,21.91,201.4,93,17.12,275.3,103,12.39,11.1,3,3.0,1,605.6,281,51.42,no
NY,98,area_code_510,no,no,0,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97,2,769.7,274,73.44,yes
DC,139,area_code_510,no,no,0,203.2,81,34.54,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,553.5,256,56.4,no
NH,78,area_code_408,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,595.3000000000001,302,54.769999999999996,no
KY,22,area_code_415,no,no,0,222.9,97,37.89,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73,1,583.1,287,61.0,no
TN,98,area_code_415,no,yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,479.30000000000007,274,60.09,no
SD,149,area_code_408,no,yes,28,180.7,92,30.72,187.8,64,15.96,265.5,53,11.95,12.6,3,3.4,3,634.0,209,58.629999999999995,no
OH,84,area_code_408,yes,no,0,299.4,71,50.9,61.9,88,5.26,196.9,89,8.86,6.6,7,1.78,2,558.1999999999999,248,65.02,no
ME,163,area_code_415,no,no,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,416.0,334,38.56,no
WA,136,area_code_415,no,yes,24,243.3,107,41.36,226.8,111,19.28,138.5,117,6.23,11.0,4,2.97,4,608.6,335,66.87,no
IL,48,area_code_408,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,547.4,261,57.519999999999996,no
MI,108,area_code_408,no,yes,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,508.8,317,53.48,yes
RI,83,area_code_510,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,637.0999999999999,314,67.24,no
SD,114,area_code_415,no,yes,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,693.7,284,77.97000000000001,no
SD,137,area_code_415,no,no,0,144.5,119,24.57,167.3,89,14.22,175.1,76,7.88,6.1,4,1.65,5,486.9,284,46.67,yes
OR,101,area_code_415,no,no,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,371.5,247,39.529999999999994,no
DC,94,area_code_415,no,yes,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0,681.1,267,68.07,no
SC,93,area_code_415,no,no,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,582.4,224,60.47,no
TX,82,area_code_415,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,494.0,303,45.89,no
FL,99,area_code_408,no,no,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,566.7,255,55.54,no
ME,165,area_code_408,no,no,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,655.2,261,56.019999999999996,no
ID,72,area_code_415,yes,no,0,101.0,110,17.17,240.0,70,20.4,333.5,105,15.01,11.1,6,3.0,0,674.5,285,52.58,no
MS,137,area_code_510,no,no,0,147.2,119,25.02,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,512.7,315,49.17999999999999,no
PA,114,area_code_415,no,no,0,155.3,75,26.4,169.9,87,14.44,207.0,133,9.32,12.6,5,3.4,2,532.2,295,50.16,no
SC,149,area_code_415,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,574.5,336,55.41,no
VT,109,area_code_415,no,no,0,134.3,99,22.83,203.9,103,17.33,297.7,91,13.4,7.6,2,2.05,3,635.9000000000001,293,53.559999999999995,no
KY,109,area_code_415,no,no,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,612.0,277,59.01,no
CO,181,area_code_510,no,yes,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,612.2,237,54.35,no
NC,75,area_code_408,no,no,0,170.7,101,29.02,193.1,126,16.41,129.1,104,5.81,6.9,7,1.86,1,492.9,331,51.24,no
VA,153,area_code_510,no,no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,492.8,300,52.79,no
DE,125,area_code_408,no,no,0,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,580.5,312,50.199999999999996,no
HI,134,area_code_415,no,yes,38,214.4,93,36.45,211.7,57,17.99,165.0,79,7.43,10.0,8,2.7,1,591.1,229,61.87,no
CO,76,area_code_408,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,554.4,337,59.980000000000004,no
SC,79,area_code_415,no,no,0,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2,545.8,294,48.98,no
PA,61,area_code_408,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,459.70000000000005,293,41.03,yes
MT,131,area_code_415,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,579.7,259,52.400000000000006,no
IN,60,area_code_408,no,no,0,220.6,57,37.5,211.1,115,17.94,249.0,129,11.21,6.8,3,1.84,1,680.7,301,66.65,no
KS,137,area_code_415,no,yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,628.0,351,59.82,no
SC,212,area_code_415,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,711.8,342,72.46000000000001,yes
CT,72,area_code_408,no,yes,21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,1,708.9000000000001,313,68.64,no
TX,130,area_code_415,no,no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,580.3,286,48.76,no
MD,133,area_code_510,no,no,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,748.0,351,79.47999999999999,yes
NJ,120,area_code_415,no,no,0,146.0,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21,0,570.2,252,52.260000000000005,no
NC,110,area_code_408,no,no,0,159.5,145,27.12,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,617.8,342,55.84,no
HI,50,area_code_408,no,yes,40,235.7,127,40.07,223.0,126,18.96,297.5,116,13.39,9.9,5,2.67,2,756.2,369,72.42,no
OK,35,area_code_510,no,yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,586.8,310,56.16,no
VA,102,area_code_408,no,no,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,502.70000000000005,242,50.370000000000005,no
MN,96,area_code_408,yes,no,0,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57,3,614.2,335,59.92000000000001,no
SD,88,area_code_415,no,no,0,177.8,112,30.23,226.5,80,19.25,221.8,71,9.98,7.9,4,2.13,1,626.1,263,59.46000000000001,no
VT,121,area_code_415,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,630.5,364,67.35000000000001,no
NV,148,area_code_415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,761.7,290,77.26,yes
CO,11,area_code_415,no,yes,36,293.4,122,49.88,174.1,91,14.8,212.0,50,9.54,6.9,6,1.86,1,679.5,263,74.22,no
MA,35,area_code_415,no,no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,576.9,335,49.489999999999995,no
DE,98,area_code_415,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,533.4000000000001,262,54.05,no
NH,55,area_code_408,no,yes,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,558.0999999999999,310,53.519999999999996,no
FL,159,area_code_415,no,yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,454.40000000000003,385,40.49,no
AL,131,area_code_415,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,672.8,249,63.39999999999999,no
IN,122,area_code_415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,507.50000000000006,254,56.67,no
NY,81,area_code_415,no,no,0,140.8,97,23.94,211.5,109,17.98,216.9,53,9.76,12.2,4,3.29,0,569.2,259,51.68,no
AL,72,area_code_415,no,no,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,690.2,290,62.32,no
HI,166,area_code_408,no,no,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1,547.5,256,57.459999999999994,no
